order_id,date,product_id,product_name,category,units,price_per_unit,revenue,utm_source,utm_medium
ORD-1708,2023-10-22,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1709,2023-10-22,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1710,2023-10-22,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1711,2023-10-22,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1712,2023-10-22,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1713,2023-10-22,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1714,2023-10-22,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1715,2023-10-22,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1716,2023-10-22,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1717,2023-10-22,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1718,2023-10-22,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1719,2023-10-22,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1720,2023-10-22,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1721,2023-10-22,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1722,2023-10-22,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1723,2023-10-22,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1724,2023-10-22,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1725,2023-10-22,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1726,2023-10-22,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1727,2023-10-22,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1728,2023-10-22,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1729,2023-10-22,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1730,2023-10-22,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1731,2023-10-22,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1732,2023-10-23,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1733,2023-10-23,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1734,2023-10-23,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1735,2023-10-23,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1736,2023-10-23,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1737,2023-10-23,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1738,2023-10-23,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1739,2023-10-23,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1740,2023-10-23,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1741,2023-10-23,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1742,2023-10-23,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1743,2023-10-23,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1744,2023-10-23,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1745,2023-10-23,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1746,2023-10-23,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1747,2023-10-23,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1748,2023-10-23,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1749,2023-10-23,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1750,2023-10-23,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1751,2023-10-23,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1752,2023-10-23,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1753,2023-10-23,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1754,2023-10-23,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1755,2023-10-23,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1756,2023-10-23,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1757,2023-10-23,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1758,2023-10-23,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1759,2023-10-23,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1760,2023-10-23,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1761,2023-10-23,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1762,2023-10-23,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1763,2023-10-23,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1764,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1765,2023-10-24,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1766,2023-10-24,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1767,2023-10-24,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1768,2023-10-24,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1769,2023-10-24,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1770,2023-10-24,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1771,2023-10-24,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1772,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1773,2023-10-24,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1774,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1775,2023-10-24,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1776,2023-10-24,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1777,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1778,2023-10-24,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1779,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1780,2023-10-24,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1781,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1782,2023-10-24,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1783,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1784,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1785,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1786,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1787,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1788,2023-10-24,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1789,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1790,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1791,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1792,2023-10-24,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1793,2023-10-24,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1794,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1795,2023-10-24,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1796,2023-10-25,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1797,2023-10-25,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1798,2023-10-25,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1799,2023-10-25,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1800,2023-10-25,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1801,2023-10-25,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1802,2023-10-25,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1803,2023-10-25,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1804,2023-10-25,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1805,2023-10-25,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1806,2023-10-25,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1807,2023-10-25,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1808,2023-10-25,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1809,2023-10-25,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1810,2023-10-25,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1811,2023-10-25,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1812,2023-10-25,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1813,2023-10-25,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1814,2023-10-25,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1815,2023-10-25,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1816,2023-10-25,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1817,2023-10-25,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1818,2023-10-25,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1819,2023-10-25,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1820,2023-10-25,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1821,2023-10-25,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1822,2023-10-25,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1823,2023-10-26,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1824,2023-10-26,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1825,2023-10-26,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1826,2023-10-26,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1827,2023-10-26,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1828,2023-10-26,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1829,2023-10-26,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1830,2023-10-26,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1831,2023-10-26,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1832,2023-10-26,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1833,2023-10-26,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1834,2023-10-26,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1835,2023-10-26,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1836,2023-10-26,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1837,2023-10-26,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1838,2023-10-26,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1839,2023-10-26,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1840,2023-10-26,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1841,2023-10-26,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1842,2023-10-26,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1843,2023-10-26,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1844,2023-10-26,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1845,2023-10-26,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1846,2023-10-26,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1847,2023-10-26,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1848,2023-10-26,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1849,2023-10-26,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1850,2023-10-26,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1851,2023-10-26,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1852,2023-10-26,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1853,2023-10-26,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1854,2023-10-27,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1855,2023-10-27,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1856,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1857,2023-10-27,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1858,2023-10-27,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1859,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1860,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1861,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1862,2023-10-27,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1863,2023-10-27,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1864,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1865,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1866,2023-10-27,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1867,2023-10-27,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1868,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1869,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1870,2023-10-27,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1871,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1872,2023-10-27,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1873,2023-10-27,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1874,2023-10-27,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1875,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1876,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1877,2023-10-27,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1878,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1879,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1880,2023-10-27,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1881,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1882,2023-10-27,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1883,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1884,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1885,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1886,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1887,2023-10-27,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1888,2023-10-27,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1889,2023-10-28,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1890,2023-10-28,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1891,2023-10-28,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1892,2023-10-28,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1893,2023-10-28,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1894,2023-10-28,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1895,2023-10-28,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1896,2023-10-28,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1897,2023-10-28,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1898,2023-10-28,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1899,2023-10-28,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1900,2023-10-28,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1901,2023-10-28,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1902,2023-10-28,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1903,2023-10-28,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1904,2023-10-28,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1905,2023-10-28,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1906,2023-10-28,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1907,2023-10-28,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1908,2023-10-28,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1909,2023-10-28,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1910,2023-10-28,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1911,2023-10-28,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1912,2023-10-28,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1913,2023-10-28,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1914,2023-10-28,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1915,2023-10-28,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1916,2023-10-28,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1917,2023-10-28,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1918,2023-10-29,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1919,2023-10-29,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1920,2023-10-29,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1921,2023-10-29,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1922,2023-10-29,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1923,2023-10-29,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1924,2023-10-29,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1925,2023-10-29,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1926,2023-10-29,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1927,2023-10-29,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1928,2023-10-29,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1929,2023-10-29,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1930,2023-10-29,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1931,2023-10-29,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1932,2023-10-29,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1933,2023-10-29,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1934,2023-10-29,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1935,2023-10-29,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1936,2023-10-29,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1937,2023-10-29,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1938,2023-10-29,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1939,2023-10-29,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1940,2023-10-29,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1941,2023-10-29,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1942,2023-10-29,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1943,2023-10-29,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1944,2023-10-29,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1945,2023-10-29,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1946,2023-10-29,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1947,2023-10-30,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1948,2023-10-30,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1949,2023-10-30,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1950,2023-10-30,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1951,2023-10-30,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1952,2023-10-30,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1953,2023-10-30,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1954,2023-10-30,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1955,2023-10-30,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1956,2023-10-30,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1957,2023-10-30,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1958,2023-10-30,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1959,2023-10-30,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1960,2023-10-30,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1961,2023-10-30,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1962,2023-10-30,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1963,2023-10-30,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1964,2023-10-30,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1965,2023-10-30,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1966,2023-10-30,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1967,2023-10-30,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1968,2023-10-30,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1969,2023-10-30,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1970,2023-10-30,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1971,2023-10-30,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1972,2023-10-30,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1973,2023-10-30,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1974,2023-10-30,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1975,2023-10-30,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1976,2023-10-30,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1977,2023-10-30,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1978,2023-10-30,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1979,2023-10-30,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1980,2023-10-30,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1981,2023-10-30,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1982,2023-10-30,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1983,2023-10-31,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1984,2023-10-31,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1985,2023-10-31,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1986,2023-10-31,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1987,2023-10-31,TRD-01,Treadmill,Bulky,2,300.0,600.0,Meta,cpc
ORD-1988,2023-10-31,TRD-01,Treadmill,Bulky,1,300.0,300.0,Meta,cpc
ORD-1989,2023-10-31,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1990,2023-10-31,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
ORD-1991,2023-10-31,TRD-01,Treadmill,Bulky,3,300.0,900.0,Meta,cpc
